"player_name","average_explosive_plays_per_game"
"B.Robinson",1.21428571428571
"Ju.Watson",1.21428571428571
"M.Gallup",1.21428571428571
"K.Bourne",1.21052631578947
"B.Powell",1.2
"C.Austin",1.2
"C.Wilson",1.2
"D.Byrd",1.2
"D.Harris",1.2
"I.McKenzie",1.2
"J.Guyton",1.2
"J.Hill",1.2
"L.Humphrey",1.2
"M.Thomas",1.2
"Mi.Wilson",1.2
"N.Agholor",1.2
"P.Freiermuth",1.2
"R.Odunze",1.2
"S.Shepard",1.2
"T.Marshall",1.2
"T.Boyd",1.19230769230769
"O.Zaccheaus",1.1875
"W.Dissly",1.18181818181818
"A.Ekeler",1.17647058823529
"A.Mattison",1.16666666666667
"Bre.Hall",1.16666666666667
"C.Beasley",1.16666666666667
"C.Conley",1.16666666666667
"E.St. Brown",1.16666666666667
"J.Agnew",1.16666666666667
"S.Smith",1.16666666666667
"T.Johnson",1.16666666666667
"Z.Pascal",1.16666666666667
"V.Jefferson",1.15789473684211
"D.Johnson",1.15625
"S.LaPorta",1.15384615384615
"A.Gibson",1.14285714285714
"B.Bowers",1.14285714285714
"B.Jordan",1.14285714285714
"C.Otton",1.14285714285714
"D.Montgomery",1.14285714285714
"J.Jacobs",1.14285714285714
"J.Mingo",1.14285714285714
"J.Taylor",1.14285714285714
"K.Osborn",1.14285714285714
"T.Pollard",1.14285714285714
"H.Henry",1.13636363636364
"J.Ferguson",1.13333333333333
"T.McBride",1.13333333333333
"F.Moreau",1.125
"M.Hardman",1.125
"T.Tucker",1.125
"C.Samuel",1.11764705882353
"N.Fant",1.11111111111111
"S.Perine",1.11111111111111
"T.Kraft",1.11111111111111
"D.Brown",1.1
"S.Barkley",1.1
"T.Irwin",1.1
"C.Parkinson",1.09090909090909
"J.Conner",1.09090909090909
"N.Gray",1.09090909090909
"R.McCloud",1.08333333333333
"R.Moore",1.08333333333333
"I.Likely",1.07692307692308
"A.Kamara",1.07142857142857
"J.Cook",1.0625
"J.Smith",1.0625
"C.McCaffrey",1.05263157894737
"J.Johnson",1.04545454545455
"A.Abdullah",1
"A.Barner",1
"A.Collins",1
"A.Dillon",1
"A.Dulin",1
"A.Erickson",1
"A.Firkser",1
"A.Ingold",1
"A.Iosivas",1
"A.Mitchell",1
"A.Perry",1
"A.Roberts",1
"A.Rodgers",1
"A.Rogers",1
"A.Schwartz",1
"A.Shaheen",1
"A.Trammell",1
"A.Trautman",1
"A.Wilson",1
"Al.Robinson",1
"Am.Rodgers",1
"B.Bell",1
"B.Berrios",1
"B.Covey",1
"B.Hopkins",1
"B.Irving",1
"B.Jarwin",1
"B.Means",1
"B.Oliver",1
"B.Perriman",1
"B.Scott",1
"B.Sims",1
"B.Wright",1
"B.Zylstra",1
"C.Akers",1
"C.Board",1
"C.Brate",1
"C.Clement",1
"C.Edmonds",1
"C.Edwards-Helaire",1
"C.Evans",1
"C.Ham",1
"C.Hollister",1
"C.Hubbard",1
"C.Johnson",1
"C.Jones",1
"C.Kolar",1
"C.Manhertz",1
"C.Myarick",1
"C.Okonkwo",1
"C.Rogers",1
"C.Sims",1
"C.Stover",1
"C.Turner",1
"C.White",1
"C.Woerner",1
"Co.Heyward",1
"D.Achane",1
"D.Allen",1
"D.Arnold",1
"D.Bellinger",1
"D.Booker",1
"D.Cook",1
"D.Dafney",1
"D.Dallas",1
"D.Duvernay",1
"D.Eskridge",1
"D.Evans",1
"D.Fells",1
"D.Felton",1
"D.Foreman",1
"D.Gore",1
"D.Harty",1
"D.Henderson",1
"D.Henry",1
"D.Milne",1
"D.Mims",1
"D.Ogunbowale",1
"D.Parham",1
"D.Pettis",1
"D.Pierce",1
"D.Sample",1
"D.Sills",1
"D.Singletary",1
"D.Smythe",1
"D.Swift",1
"D.Thompkins",1
"D.Turner",1
"D.Washington",1
"D.Williams",1
"E.All",1
"E.Benjamin",1
"E.Cooks",1
"E.Demercado",1
"E.Elliott",1
"E.Higgins",1
"E.Mitchell",1
"E.Saubert",1
"Em.Wilson",1
"F.Swain",1
"G.Bernard",1
"G.Bradbury",1
"G.Dortch",1
"G.Edwards",1
"G.Olszewski",1
"G.Ricci",1
"G.Swaim",1
"G.Ward",1
"H.Bryant",1
"H.Hurst",1
"H.Luepke",1
"I.Ford",1
"I.Hodgins",1
"I.Pacheco",1
"I.Thomas",1
"J.Akins",1
"J.Arcega-Whiteside",1
"J.Bates",1
"J.Bradley",1
"J.Brooks",1
"J.Brown",1
