batter,player_name,mean_launch_angle,mean_estimated_woba,pitch_count,launch_angle_rank
647304,"Naylor, Josh",13.13812785388128,0.3574082474226804,485,340.0
647351,"Toro, Abraham",15.814229249011857,0.32730996309963095,271,272.0
650333,"Arraez, Luis",18.40071877807727,0.3249,630,161.0
650391,"Jiménez, Eloy",7.845036319612591,0.3458565737051793,251,396.0
650402,"Torres, Gleyber",21.268218623481783,0.35004526748971193,486,53.0
650489,"Castro, Willi",17.62603550295858,0.3751124694376528,409,195.0
650490,"Díaz, Yandy",16.065895953757224,0.3616355748373102,461,258.0
650559,"De La Cruz, Bryan",17.302439024390242,0.40287560975609754,410,211.0
650859,"Rengifo, Luis",9.917808219178083,0.31371008403361345,238,387.0
656305,"Chapman, Matt",21.941805225653205,0.412987714987715,407,43.0
656413,"Fairchild, Stuart",18.352941176470587,0.3654391891891892,148,164.0
656537,"Hill, Derek",11.158415841584159,0.42429906542056073,107,379.0
656555,"Hoskins, Rhys",20.563944530046225,0.3753225806451613,310,70.0
656582,"Joe, Connor",19.0,0.29543233082706766,266,132.0
656716,"McKinstry, Zach",20.19090909090909,0.3424599156118143,237,90.0
656775,"Mullins, Cedric",24.948016415868672,0.3249914285714286,350,5.0
656811,"O'Hearn, Ryan",14.517630465444288,0.3741379310344828,377,308.0
656896,"Rivera, Emmanuel",15.35,0.36948019801980203,202,286.0
656941,"Schwarber, Kyle",17.93587994542974,0.49112531969309464,391,182.0
656976,"Smith, Pavin",15.207650273224044,0.4586330275229358,109,289.0
657041,"Thomas, Lane",18.84051724137931,0.3826054794520548,365,136.0
657077,"Verdugo, Alex",13.81933256616801,0.3197712550607288,494,323.0
657136,"Wong, Connor",18.60377358490566,0.34322121212121215,330,152.0
657557,"DeJong, Paul",21.058914728682172,0.4052935153583618,293,57.0
657656,"Laureano, Ramón",15.424691358024692,0.4351088082901554,193,283.0
657757,"Sheets, Gavin",17.772727272727273,0.3578760806916427,347,187.0
658668,"Olivares, Edward",16.090579710144926,0.3606159420289855,138,257.0
660271,"Ohtani, Shohei",18.269063180827885,0.5649938524590163,488,167.0
660644,"Bruján, Vidal",15.228947368421053,0.2777979274611399,193,288.0
660670,"Acuña Jr., Ronald",18.714788732394368,0.413362962962963,135,144.0
660688,"Ruiz, Keibert",18.211111111111112,0.29614778325123153,406,169.0
660707,"Montero, Elehuris",19.310769230769232,0.3070119760479042,167,123.0
660766,"Yepez, Juan",16.793296089385475,0.3280967741935484,186,231.0
660821,"Sánchez, Jesús",13.582111436950147,0.44241618497109825,346,330.0
661388,"Contreras, William",11.387134502923976,0.41283440860215054,465,374.0
662139,"Varsho, Daulton",24.533026113671276,0.31112302839116723,317,9.0
663368,"Perkins, Blake",18.21106557377049,0.32886619718309856,284,170.0
663457,"Nootbaar, Lars",12.532188841201716,0.400452205882353,272,353.0
663527,"Nevin, Tyler",14.777777777777779,0.33664088397790054,181,300.0
663538,"Hoerner, Nico",16.188097768331563,0.31347001934235974,517,253.0
663586,"Riley, Austin",19.581818181818182,0.46309836065573773,305,115.0
