batter,player_name,mean_swing_speed,mean_estimated_woba,pitch_count,swing_speed_rank
668804,"Reynolds, Bryan",69.69224015663643,0.3282228260869565,1213,208.0
668832,"McCann, Kyle",70.92389740072203,0.26056302521008406,277,124.0
668845,"Schunk, Aaron",65.62731421296296,0.24548809523809523,216,389.0
668885,"Martin, Austin",63.74511611528822,0.27945853658536585,399,421.0
668901,"Vientos, Mark",70.10877657172996,0.3150480769230769,948,179.0
668904,"Lewis, Royce",71.28041709265176,0.2880830324909748,626,103.0
668930,"Turang, Brice",63.03046770295203,0.26603846153846156,1084,426.0
668939,"Rutschman, Adley",67.5431305882353,0.2844789272030651,1105,326.0
668942,"Rojas, Josh",64.3376918014706,0.2554242424242424,816,414.0
669003,"Mitchell, Garrett",72.74441817258884,0.31111656441717794,394,49.0
669004,"Melendez, MJ",71.29109734778122,0.2897696335078534,969,102.0
669016,"Marsh, Brandon",70.09827098136645,0.31071978021978025,805,181.0
669065,"Stowers, Kyle",71.7550207762557,0.2741363636363636,438,85.0
669127,"Langeliers, Shea",72.8831225751073,0.3294247572815534,932,41.0
669134,"Campusano, Luis",67.49367707589286,0.24713452914798206,448,329.0
669221,"Murphy, Sean",70.93136560165975,0.2786467889908257,482,123.0
669222,"Senzel, Nick",66.47620473118279,0.2743150684931507,465,363.0
669224,"Wells, Austin",70.68021749699157,0.3056164772727273,831,144.0
669234,"Malloy, Justyn-Henry",66.79571796839728,0.24468478260869564,443,353.0
669242,"Edman, Tommy",68.0389995389049,0.2686823529411765,347,301.0
669257,"Smith, Will",65.80543346230158,0.2762978723404255,1008,385.0
669261,"Suwinski, Jack",70.66209046770602,0.24574093264248703,449,145.0
669289,"Espinal, Santiago",64.75613519005849,0.25897507788161994,684,407.0
669304,"Miranda, Jose",69.01549606020941,0.28306811989100816,764,253.0
669357,"Gorman, Nolan",70.96311160739687,0.3043481228668942,703,120.0
669364,"Edwards, Xavier",61.8650474,0.26629831932773107,550,434.0
669394,"Burger, Jake",72.91586959183674,0.3309871794871795,1029,40.0
669701,"Smith, Josh",67.42693118421053,0.27243006263048014,1064,331.0
669707,"Triolo, Jared",68.30016694587628,0.26882926829268294,776,289.0
669720,"Hays, Austin",70.81569986111111,0.26471904761904763,432,133.0
669743,"Call, Alex",64.92414883495145,0.27927173913043474,206,404.0
669911,"Toglia, Michael",71.56145480676328,0.34015072463768115,828,90.0
670032,"Lopez, Nicky",61.98799178521618,0.22119653179190754,717,432.0
670042,"Raley, Luke",72.67633599051008,0.29569806094182827,843,52.0
670242,"Wallner, Matt",74.78645010893247,0.3475730337078652,459,9.0
670541,"Alvarez, Yordan",75.24088796660118,0.3994562118126273,1018,6.0
670623,"Paredes, Isaac",66.61214877104378,0.25003512396694216,1188,359.0
670764,"Walls, Taylor",64.91181202643172,0.21187373737373738,454,405.0
670770,"Friedl, TJ",67.80450141791046,0.2464721189591078,536,314.0
671056,"Herrera, Iván",71.8595186492891,0.33573762376237626,422,75.0
671213,"Casas, Triston",72.35740721354166,0.32348076923076924,384,62.0
671218,"Ramos, Heliot",73.1190587941788,0.33551173708920184,962,35.0
671277,"García Jr., Luis",69.74575953539822,0.33042889908256884,904,204.0
671289,"Freeman, Tyler",69.39413838160137,0.2603263157894737,587,233.0
671732,"Butler, Lawrence",72.4701071625,0.35259154929577463,800,60.0
671739,"Harris II, Michael",73.11444651920839,0.32878446115288223,859,36.0
672275,"Bailey, Patrick",69.84089336239104,0.3029461756373938,803,198.0
672279,"Siani, Michael",64.62105376470588,0.22084496124031008,595,411.0
672284,"Kelenic, Jarred",70.83672290482076,0.30042857142857143,809,131.0
672356,"Arias, Gabriel",72.52920126153846,0.2485746268656716,325,58.0
672386,"Kirk, Alejandro",68.35364799999999,0.2854557823129252,625,286.0
672515,"Moreno, Gabriel",69.10993847942754,0.2849566929133858,559,247.0
672580,"Garcia, Maikel",68.43487578947368,0.2866384615384615,988,282.0
672640,"Lopez, Otto",68.34226633637549,0.29525526315789474,767,287.0
672695,"Perdomo, Geraldo",62.90918888695652,0.24560431654676262,575,427.0
672761,"Pérez, Wenceel",68.78640722699386,0.27210439560439564,815,264.0
672820,"Sosa, Lenyn",70.1848899439776,0.31894561933534743,714,175.0
673237,"Diaz, Yainer",71.04226101867572,0.324220802919708,1178,115.0
673357,"Robert Jr., Luis",72.84142150063052,0.26979883381924197,793,43.0
673490,"Kim, Ha-Seong",66.55321776096822,0.2790153374233129,661,360.0
673548,"Suzuki, Seiya",70.7766902012712,0.3331519274376417,944,136.0
673962,"Jung, Josh",70.32265475884245,0.29464625850340137,311,161.0
676059,"Westburg, Jordan",68.92831723376624,0.3350677966101695,770,259.0
676356,"DeLuca, Jonny",68.32988697443182,0.2592406779661017,704,288.0
676369,"Velázquez, Nelson",71.97629683937824,0.28517714285714285,386,71.0
676391,"Clement, Ernie",64.19432887451488,0.27078,773,415.0
676475,"Burleson, Alec",69.40139637759711,0.30986138613861386,1107,231.0
676609,"Caballero, José",66.80557417556346,0.24576139410187667,843,352.0
676694,"Meyers, Jake",65.46975970260223,0.25901101928374654,807,390.0
676801,"McCormick, Chas",68.44248012396694,0.2741442307692308,484,281.0
676914,"Schneider, Davis",67.7333053298153,0.24816257668711655,758,318.0
677008,"Kjerstad, Heston",69.67571581497798,0.2616626506024096,227,209.0
677587,"Rocchio, Brayan",66.30559637575757,0.23898644986449866,825,373.0
677588,"Tena, José",69.03110513513514,0.30256944444444445,333,251.0
677594,"Rodríguez, Julio",74.39183590720796,0.3346367265469062,1207,17.0
677649,"Duran, Ezequiel",69.70676030131827,0.2476,531,206.0
677800,"Abreu, Wilyer",72.74717254480286,0.28959299191374666,837,48.0
677870,"Jiménez, Leo",67.60115296103896,0.2707317073170732,385,322.0
677942,"Alexander, Blaze",70.97204051671731,0.22756934306569343,329,119.0
677951,"Witt Jr., Bobby",73.14612641613924,0.38172390572390574,1264,33.0
678009,"Meadows, Parker",68.11615532142856,0.27926377952755904,560,300.0
678246,"Vargas, Miguel",67.7151518018018,0.22392473118279568,444,319.0
678554,"Mead, Curtis",71.76511547169811,0.2687920792079208,212,84.0
678662,"Tovar, Ezequiel",69.4039256773743,0.28092979452054795,1432,229.0
678877,"Noel, Jhonkensy",76.71768267573695,0.2970163043478261,441,2.0
678882,"Rafaela, Ceddanne",67.64706481788079,0.27529938900203665,1208,320.0
679032,"Rojas, Johan",66.97729893617021,0.2504705882352941,611,349.0
679529,"Torkelson, Spencer",71.97174315126051,0.25931125827814566,714,72.0
679845,"Loftin, Nick",67.8497706882591,0.2457890625,247,311.0
680118,"Blanco, Dairon",70.5706303125,0.27492307692307694,224,148.0
680474,"Schuemann, Max",65.4424258410596,0.2683670520231214,755,391.0
680700,"Palacios, Richie",67.25235854578098,0.2723201754385965,557,336.0
680718,"Barger, Addison",72.56773279187817,0.28895698924731184,394,57.0
680757,"Kwan, Steven",62.3492943627451,0.29559101654846337,816,431.0
680776,"Duran, Jarren",71.81430609387431,0.3194949494949495,1257,81.0
680777,"Jeffers, Ryan",70.31426778443114,0.28707629427792913,835,162.0
680779,"Davis, Henry",70.08118005,0.16294805194805195,200,182.0
680869,"Gelof, Zack",69.44035122367102,0.25377045454545455,997,228.0
680977,"Donovan, Brendan",67.63492806739346,0.3088709055876686,1009,321.0
681082,"Stott, Bryson",66.12841084607543,0.27697844827586204,981,376.0
681146,"Bride, Jonah",65.93308591478697,0.24988205128205127,399,379.0
681297,"Cowser, Colton",71.5585893972332,0.3161010989010989,1012,91.0
681351,"O'Hoppe, Logan",68.14879670526317,0.3025288461538462,950,298.0
681393,"Norby, Connor",68.03407910165485,0.2871358024691358,423,302.0
681460,"Baldwin, Brooks",69.02542258333332,0.26433962264150945,240,252.0
681481,"Carpenter, Kerry",69.59316022648083,0.36761354581673306,574,218.0
681546,"Outman, James",70.79978343612335,0.21188636363636365,227,134.0
681624,"Pages, Andy",71.3365722675737,0.3110861618798956,882,99.0
681807,"Fry, David",68.66774507060335,0.29347936507936506,779,275.0
682177,"Schneemann, Daniel",69.40355125827814,0.25131693989071036,453,230.0
682622,"Marte, Noelvi",71.37950444915255,0.27015023474178407,472,97.0
682626,"Alvarez, Francisco",71.81697774960381,0.2655255972696246,631,80.0
682641,"Matos, Luis",70.235215323741,0.25902189781021895,278,171.0
682657,"Martínez, Angel",67.03356345047924,0.23309489051094892,313,345.0
682829,"De La Cruz, Elly",72.73596378059837,0.3268774703557312,1103,50.0
682928,"Abrams, CJ",69.84261227592268,0.29612857142857146,1138,197.0
682985,"Greene, Riley",73.46269431334622,0.332704347826087,1034,26.0
682998,"Carroll, Corbin",71.47418914116486,0.3001689587426326,1013,93.0
683002,"Henderson, Gunnar",74.7024065060241,0.3569172535211268,1245,12.0
683011,"Volpe, Anthony",66.98267052671756,0.26640986394557825,1310,348.0
683146,"Baty, Brett",70.27409939597315,0.213075,298,167.0
683734,"Vaughn, Andrew",69.4584632412523,0.30291650485436894,1086,227.0
683737,"Busch, Michael",68.15949786350149,0.30092601431980903,1011,297.0
686217,"Frelick, Sal",63.812109864532026,0.26975794621026894,812,419.0
686469,"Pasquantino, Vinnie",70.34181253968255,0.3114352441613588,1008,160.0
686527,"Canzone, Dominic",70.72851164634146,0.2924647887323944,328,138.0
686611,"Crews, Dylan",70.54545323275862,0.32032710280373833,232,151.0
686668,"Doyle, Brenton",69.2161948627451,0.3221583514099783,1020,241.0
