p_throws,batter,player_name,mean_estimated_woba,pitch_count,pitch_hand_woba_rank
R,680118,"Blanco, Dairon",0.20373090163934426,61,800.0
R,680474,"Schuemann, Max",0.30097700569800573,351,461.0
R,680700,"Palacios, Richie",0.3230832372262774,274,283.0
R,680718,"Barger, Addison",0.31531560752688176,186,341.0
R,680728,"Del Castillo, Adrian",0.3180712608695652,69,316.0
R,680757,"Kwan, Steven",0.3309407060301508,398,248.0
R,680776,"Duran, Jarren",0.36215355040322583,496,94.0
R,680777,"Jeffers, Ryan",0.3155769314641745,321,337.0
R,680779,"Davis, Henry",0.20915689285714287,84,797.0
R,680869,"Gelof, Zack",0.2842338716707022,413,586.0
R,680977,"Donovan, Brendan",0.34952471333333335,450,143.0
R,681082,"Stott, Bryson",0.3109265269058296,446,378.0
R,681146,"Bride, Jonah",0.30408440588235297,170,439.0
R,681297,"Cowser, Colton",0.34059935336538466,416,180.0
R,681351,"O'Hoppe, Logan",0.3385583793103448,406,188.0
R,681393,"Norby, Connor",0.32774019083969463,131,262.0
R,681460,"Baldwin, Brooks",0.26698068888888893,90,682.0
R,681481,"Carpenter, Kerry",0.40528135018050543,277,19.0
R,681546,"Outman, James",0.28458384251968505,127,583.0
R,681624,"Pages, Andy",0.3161996965317919,346,329.0
R,681807,"Fry, David",0.2960191223628692,237,504.0
R,682177,"Schneemann, Daniel",0.2716803125,192,661.0
R,682622,"Marte, Noelvi",0.27844346192893404,197,618.0
R,682626,"Alvarez, Francisco",0.277942593220339,295,619.0
R,682641,"Matos, Luis",0.2770799333333333,105,631.0
R,682657,"Martínez, Angel",0.24901545967741937,124,747.0
R,682829,"De La Cruz, Elly",0.34696527637130803,474,151.0
R,682868,"Ramos, Bryan",0.28097962121212117,66,605.0
R,682928,"Abrams, CJ",0.3386591901234568,405,187.0
R,682985,"Greene, Riley",0.37050569438202247,445,64.0
R,682998,"Carroll, Corbin",0.33361623390557943,466,223.0
R,683002,"Henderson, Gunnar",0.40299838369781316,503,22.0
R,683011,"Volpe, Anthony",0.2807206926070039,514,608.0
R,683021,"Stefanic, Michael",0.25714879746835445,79,724.0
R,683146,"Baty, Brett",0.30204386923076926,130,451.0
R,683734,"Vaughn, Andrew",0.31252978138528137,462,365.0
R,683737,"Busch, Michael",0.3259612956521739,460,272.0
R,686217,"Frelick, Sal",0.28879528538283067,431,559.0
R,686469,"Pasquantino, Vinnie",0.3434543616071429,448,169.0
R,686527,"Canzone, Dominic",0.3214069760479042,167,297.0
R,686554,"Dunn, Oliver",0.2631664375,96,697.0
R,686611,"Crews, Dylan",0.3107546333333333,90,379.0
R,686668,"Doyle, Brenton",0.32755366588785045,428,263.0
R,686676,"Lee, Korey",0.2577788541666666,288,721.0
R,686681,"Massey, Michael",0.3256289611650485,309,274.0
R,686765,"Sogard, Nick",0.3109799253731343,67,376.0
R,686780,"Pagés, Pedro",0.2769872932330827,133,632.0
R,686797,"Lee, Brooks",0.28699166923076924,130,574.0
R,686823,"Brennan, Will",0.30760310526315787,323,406.0
R,687093,"Grissom, Vaughn",0.2819857333333333,90,594.0
R,687231,"Hernaiz, Darell",0.2652711529411765,85,686.0
R,687263,"Neto, Zach",0.30507519037656905,478,432.0
R,687363,"Scott II, Victor",0.24712006542056075,107,754.0
R,687401,"Ortiz, Joey",0.3030232674094708,359,448.0
R,687462,"Horwitz, Spencer",0.34547139261744964,298,159.0
R,687529,"McCray, Grant",0.27238003846153847,104,656.0
R,687597,"Beck, Jordan",0.2697763359375,128,670.0
R,687952,"Encarnacion-Strand, Christian",0.34536362962962963,81,160.0
R,689172,"Wisely, Brett",0.25881617307692306,208,715.0
R,690291,"Jung, Jace",0.2926333411764706,85,534.0
R,690993,"Keith, Colt",0.3278326556701031,485,261.0
R,691016,"Soderstrom, Tyler",0.35536738421052627,190,115.0
R,691023,"Walker, Jordan",0.26049529310344827,116,707.0
R,691026,"Winn, Masyn",0.296494558891455,433,501.0
R,691406,"Caminero, Junior",0.30932816326530616,147,391.0
R,691718,"Crow-Armstrong, Pete",0.3016935857605178,309,457.0
R,693304,"Gonzales, Nick",0.3143452202797203,286,349.0
R,693307,"Dingler, Dillon",0.3015869838709677,62,458.0
R,694192,"Chourio, Jackson",0.33763897249999997,400,194.0
R,694359,"Kavadas, Niko",0.2809016979166667,96,607.0
R,694384,"Schanuel, Nolan",0.3312870108695652,460,244.0
R,694388,"Loperfido, Joey",0.26381903317535543,211,693.0
R,694497,"Carter, Evan",0.29783125954198475,131,484.0
R,694671,"Langford, Wyatt",0.32215502054794526,438,292.0
R,695238,"Wagner, Will",0.390568640625,64,31.0
R,695391,"Harris, Brett",0.2890122134831461,89,557.0
R,695578,"Wood, James",0.36036837799043064,209,101.0
R,696100,"Goodman, Hunter",0.27206043939393937,132,659.0
R,696285,"Young, Jacob",0.27630082,350,638.0
R,700242,"Sweeney, Trey",0.2981802735849057,106,481.0
R,700250,"Rice, Ben",0.3434879323308271,133,167.0
R,700932,"Manzardo, Kyle",0.30770091503267977,153,404.0
R,701538,"Merrill, Jackson",0.39179987045454545,440,28.0
R,702358,"Lipscomb, Trey",0.2774062105263158,133,627.0
R,702616,"Holliday, Jackson",0.25939161111111114,162,713.0
R,805779,"Wilson, Jacob",0.301512225,80,460.0
R,807799,"Yoshida, Masataka",0.337122022875817,306,198.0
R,808982,"Lee, Jung Hoo",0.3434696213592233,103,168.0
